SYMBOL,SYMBOL WITH NS,'SYMBOL WITH NS,TICKERS,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
BALMLAWRIE,BALMLAWRIE.NS,'BALMLAWRIE.NS,'BALPHARMA.NS',Balmer Lawrie & Company Limited,EQ,06-Jul-1995,10,1,INE164A01016,10
BALPHARMA,BALPHARMA.NS,'BALPHARMA.NS,'BALRAMCHIN.NS',Bal Pharma Limited,BE,08-May-2006,10,1,INE083D01012,10
BALRAMCHIN,BALRAMCHIN.NS,'BALRAMCHIN.NS,'BANARBEADS.NS',Balrampur Chini Mills Limited,EQ,08-Feb-1995,1,1,INE119A01028,1
BANARBEADS,BANARBEADS.NS,'BANARBEADS.NS,'BANARISUG.NS',Banaras Beads Limited,EQ,07-Jul-1995,10,1,INE655B01011,10
BANARISUG,BANARISUG.NS,'BANARISUG.NS,'BANCOINDIA.NS',Bannari Amman Sugars Limited,EQ,28-May-2003,10,1,INE459A01010,10
BANCOINDIA,BANCOINDIA.NS,'BANCOINDIA.NS,'BANDHANBNK.NS',Banco Products (I) Limited,EQ,22-Dec-2006,2,1,INE213C01025,2
BANDHANBNK,BANDHANBNK.NS,'BANDHANBNK.NS,'BANG.NS',Bandhan Bank Limited,EQ,27-Mar-2018,10,1,INE545U01014,10
BANG,BANG.NS,'BANG.NS,'BANKA.NS',Bang Overseas Limited,EQ,20-Feb-2008,10,1,INE863I01016,10
BANKA,BANKA.NS,'BANKA.NS,'BANKBARODA.NS',Banka BioLoo Limited,EQ,29-Oct-2020,10,1,INE862Y01015,10
BANKBARODA,BANKBARODA.NS,'BANKBARODA.NS,'BANKINDIA.NS',Bank of Baroda,EQ,19-Feb-1997,2,1,INE028A01039,2
BANKINDIA,BANKINDIA.NS,'BANKINDIA.NS,'BANSWRAS.NS',Bank of India,EQ,30-Apr-1997,10,1,INE084A01016,10
BANSWRAS,BANSWRAS.NS,'BANSWRAS.NS,'BARBEQUE.NS',Banswara Syntex Limited,EQ,11-Apr-2007,10,1,INE629D01012,10
BARBEQUE,BARBEQUE.NS,'BARBEQUE.NS,'BARTRONICS.NS',Barbeque Nation Hospitality Limited,EQ,07-Apr-2021,5,1,INE382M01027,5
BARTRONICS,BARTRONICS.NS,'BARTRONICS.NS,'BASF.NS',Bartronics India Limited,BZ,12-Jan-2006,10,1,INE855F01034,10
BASF,BASF.NS,'BASF.NS,'BASML.NS',BASF India Limited,EQ,17-May-1995,10,1,INE373A01013,10
BASML,BASML.NS,'BASML.NS,'BATAINDIA.NS',Bannari Amman Spinning Mills Limited,EQ,14-Nov-2005,5,1,INE186H01022,5
BATAINDIA,BATAINDIA.NS,'BATAINDIA.NS,'BAYERCROP.NS',Bata India Limited,EQ,18-Jun-2003,5,1,INE176A01028,5
BAYERCROP,BAYERCROP.NS,'BAYERCROP.NS,'BBL.NS',Bayer Cropscience Limited,EQ,08-Jan-2010,10,1,INE462A01022,10
BBL,BBL.NS,'BBL.NS,'BBTC.NS',Bharat Bijlee Limited,EQ,21-Nov-2006,10,1,INE464A01028,10
BBTC,BBTC.NS,'BBTC.NS,'BCG.NS',Bombay Burmah Trading Corporation Limited,EQ,03-Apr-1996,2,1,INE050A01025,2
BCG,BCG.NS,'BCG.NS,'BCLIND.NS',Brightcom Group Limited,EQ,08-May-2015,2,1,INE425B01027,2
BCLIND,BCLIND.NS,'BCLIND.NS,'BCP.NS',Bcl Industries Limited,EQ,04-Mar-2021,10,1,INE412G01016,10
BCP,BCP.NS,'BCP.NS,'BDL.NS',B.C. Power Controls Ltd,EQ,19-Aug-2019,2,1,INE905P01028,2
BDL,BDL.NS,'BDL.NS,'BEARDSELL.NS',Bharat Dynamics Limited,EQ,23-Mar-2018,10,1,INE171Z01018,10
BEARDSELL,BEARDSELL.NS,'BEARDSELL.NS,'BECTORFOOD.NS',Beardsell Limited,EQ,13-Jan-2015,2,1,INE520H01022,2
BECTORFOOD,BECTORFOOD.NS,'BECTORFOOD.NS,'BEDMUTHA.NS',Mrs. Bectors Food Specialities Limited,EQ,24-Dec-2020,10,1,INE495P01012,10
BEDMUTHA,BEDMUTHA.NS,'BEDMUTHA.NS,'BEL.NS',Bedmutha Industries Limited,EQ,14-Oct-2010,10,1,INE844K01012,10
BEL,BEL.NS,'BEL.NS,'BEML.NS',Bharat Electronics Limited,EQ,19-Jul-2000,1,1,INE263A01024,1
BEML,BEML.NS,'BEML.NS,'BEPL.NS',BEML Limited,EQ,05-Nov-2003,10,1,INE258A01016,10
BEPL,BEPL.NS,'BEPL.NS,'BERGEPAINT.NS',Bhansali Engineering Polymers Limited,EQ,21-Mar-2005,1,1,INE922A01025,1
BERGEPAINT,BERGEPAINT.NS,'BERGEPAINT.NS,'BESTAGRO.NS',Berger Paints (I) Limited,EQ,24-Nov-1999,1,1,INE463A01038,1
BESTAGRO,BESTAGRO.NS,'BESTAGRO.NS,'BFINVEST.NS',Best Agrolife Limited,EQ,22-Feb-2021,10,1,INE052T01013,10
BFINVEST,BFINVEST.NS,'BFINVEST.NS,'BFUTILITIE.NS',BF Investment Limited,EQ,14-Jan-2011,5,1,INE878K01010,5
BFUTILITIE,BFUTILITIE.NS,'BFUTILITIE.NS,'BGRENERGY.NS',BF Utilities Limited,EQ,03-May-2007,5,1,INE243D01012,5
BGRENERGY,BGRENERGY.NS,'BGRENERGY.NS,'BHAGERIA.NS',BGR Energy Systems Limited,EQ,03-Jan-2008,10,1,INE661I01014,10
BHAGERIA,BHAGERIA.NS,'BHAGERIA.NS,'BHAGYANGR.NS',Bhageria Industries Limited,EQ,02-Mar-2016,5,1,INE354C01027,5
BHAGYANGR,BHAGYANGR.NS,'BHAGYANGR.NS,'BHAGYAPROP.NS',Bhagyanagar India Limited,EQ,17-May-2017,2,1,INE458B01036,2
BHAGYAPROP,BHAGYAPROP.NS,'BHAGYAPROP.NS,'BHANDARI.NS',Bhagyanagar Properties Limited,EQ,20-Jul-2017,2,1,INE363W01018,2
BHANDARI,BHANDARI.NS,'BHANDARI.NS,'BHARATFORG.NS',Bhandari Hosiery Exports Limited,EQ,30-Jan-2017,1,1,INE474E01029,1
BHARATFORG,BHARATFORG.NS,'BHARATFORG.NS,'BHARATGEAR.NS',Bharat Forge Limited,EQ,04-Apr-2003,2,1,INE465A01025,2
BHARATGEAR,BHARATGEAR.NS,'BHARATGEAR.NS,'BHARATRAS.NS',Bharat Gears Limited,EQ,03-Apr-1996,10,1,INE561C01019,10
BHARATRAS,BHARATRAS.NS,'BHARATRAS.NS,'BHARATWIRE.NS',Bharat Rasayan Limited,EQ,11-Oct-1995,10,1,INE838B01013,10
BHARATWIRE,BHARATWIRE.NS,'BHARATWIRE.NS,'BHARTIARTL.NS',Bharat Wire Ropes Limited,EQ,01-Apr-2016,10,1,INE316L01019,10
BHARTIARTL,BHARTIARTL.NS,'BHARTIARTL.NS,'BHEL.NS',Bharti Airtel Limited,EQ,15-Feb-2002,5,1,INE397D01024,5
BHEL,BHEL.NS,'BHEL.NS,'BIGBLOC.NS',Bharat Heavy Electricals Limited,EQ,11-Nov-2003,2,1,INE257A01026,2
BIGBLOC,BIGBLOC.NS,'BIGBLOC.NS,'BIL.NS',Bigbloc Construction Limited,EQ,02-Sep-2016,10,1,INE412U01017,10
BIL,BIL.NS,'BIL.NS,'BINDALAGRO.NS',Bhartiya International Limited,BE,12-Apr-2000,10,1,INE828A01016,10
BINDALAGRO,BINDALAGRO.NS,'BINDALAGRO.NS,'BIOCON.NS',Oswal Chemicals & Fertilizers Limited,EQ,28-Aug-1996,10,1,INE143A01010,10
BIOCON,BIOCON.NS,'BIOCON.NS,'BIOFILCHEM.NS',Biocon Limited,EQ,07-Apr-2004,5,1,INE376G01013,5
BIOFILCHEM,BIOFILCHEM.NS,'BIOFILCHEM.NS,'BIRLACABLE.NS',Biofil Chemicals & Pharmaceuticals Limited,EQ,12-Jun-1996,10,1,INE829A01014,10
BIRLACABLE,BIRLACABLE.NS,'BIRLACABLE.NS,'BIRLACORPN.NS',Birla Cable Limited,EQ,06-Dec-1995,10,1,INE800A01015,10
BIRLACORPN,BIRLACORPN.NS,'BIRLACORPN.NS,'BIRLAMONEY.NS',Birla Corporation Limited,EQ,12-Apr-1995,10,1,INE340A01012,10
BIRLAMONEY,BIRLAMONEY.NS,'BIRLAMONEY.NS,'BIRLATYRE.NS',Aditya Birla Money Limited,EQ,07-Feb-2008,1,1,INE865C01022,1
BIRLATYRE,BIRLATYRE.NS,'BIRLATYRE.NS,'BKMINDST.NS',Birla Tyres Limited,EQ,10-Feb-2020,10,1,INE0AEJ01013,10
BKMINDST,BKMINDST.NS,'BKMINDST.NS,'BLBLIMITED.NS',Bkm Industries Limited,EQ,30-Mar-2015,1,1,INE831Q01016,1
BLBLIMITED,BLBLIMITED.NS,'BLBLIMITED.NS,'BLISSGVS.NS',BLB Limited,EQ,31-May-2000,1,1,INE791A01024,1
BLISSGVS,BLISSGVS.NS,'BLISSGVS.NS,'BLKASHYAP.NS',Bliss GVS Pharma Limited,EQ,26-Jul-2010,1,1,INE416D01022,1
BLKASHYAP,BLKASHYAP.NS,'BLKASHYAP.NS,'BLS.NS',B. L. Kashyap and Sons Limited,EQ,17-Mar-2006,1,1,INE350H01032,1
BLS,BLS.NS,'BLS.NS,'BLUEDART.NS',BLS International Services Limited,EQ,14-Jun-2016,1,1,INE153T01027,1
BLUEDART,BLUEDART.NS,'BLUEDART.NS,'BLUESTARCO.NS',Blue Dart Express Limited,EQ,12-Dec-2002,10,1,INE233B01017,10
BLUESTARCO,BLUESTARCO.NS,'BLUESTARCO.NS,'BODALCHEM.NS',Blue Star Limited,EQ,15-Jun-2000,2,1,INE472A01039,2
BODALCHEM,BODALCHEM.NS,'BODALCHEM.NS,'BOMDYEING.NS',Bodal Chemicals Limited,EQ,22-Aug-2011,2,1,INE338D01028,2
BOMDYEING,BOMDYEING.NS,'BOMDYEING.NS,'BOROLTD.NS',Bombay Dyeing & Mfg Company Limited,EQ,26-Apr-1995,2,1,INE032A01023,2
BOROLTD,BOROLTD.NS,'BOROLTD.NS,'BORORENEW.NS',Borosil Limited,EQ,22-Jul-2020,1,1,INE02PY01013,1
BORORENEW,BORORENEW.NS,'BORORENEW.NS,'BOSCHLTD.NS',BOROSIL RENEWABLES LIMITED,EQ,25-May-2018,1,1,INE666D01022,1
BOSCHLTD,BOSCHLTD.NS,'BOSCHLTD.NS,'BPCL.NS',Bosch Limited,EQ,12-May-2003,10,1,INE323A01026,10
BPCL,BPCL.NS,'BPCL.NS,'BPL.NS',Bharat Petroleum Corporation Limited,EQ,13-Sep-1995,10,1,INE029A01011,10
BPL,BPL.NS,'BPL.NS,'BRFL.NS',BPL Limited,EQ,14-Jun-1995,10,1,INE110A01019,10
BRFL,BRFL.NS,'BRFL.NS,'BRIGADE.NS',Bombay Rayon Fashions Limited,EQ,05-Dec-2005,10,1,INE589G01011,10
BRIGADE,BRIGADE.NS,'BRIGADE.NS,'BRITANNIA.NS',Brigade Enterprises Limited,EQ,31-Dec-2007,10,1,INE791I01019,10
BRITANNIA,BRITANNIA.NS,'BRITANNIA.NS,'BRNL.NS',Britannia Industries Limited,EQ,05-Nov-1998,1,1,INE216A01030,1
BRNL,BRNL.NS,'BRNL.NS,'BROOKS.NS',Bharat Road Network Limited,EQ,18-Sep-2017,10,1,INE727S01012,10
BROOKS,BROOKS.NS,'BROOKS.NS,'BSE.NS',Brooks Laboratories Limited,EQ,05-Sep-2011,10,1,INE650L01011,10
BSE,BSE.NS,'BSE.NS,'BSELINFRA.NS',BSE Limited,EQ,03-Feb-2017,2,1,INE118H01025,2
BSELINFRA,BSELINFRA.NS,'BSELINFRA.NS,'BSHSL.NS',BSEL Infrastructure Realty Limited,EQ,07-Feb-2001,10,1,INE395A01016,10
BSHSL,BSHSL.NS,'BSHSL.NS,'BSL.NS',Bombay Super Hybrid Seeds Limited,EQ,28-Oct-2020,10,1,INE032Z01012,10
BSL,BSL.NS,'BSL.NS,'BSOFT.NS',BSL Limited,EQ,27-Jul-1995,10,1,INE594B01012,10
BSOFT,BSOFT.NS,'BSOFT.NS,'BURGERKING.NS',BIRLASOFT LIMITED,EQ,24-Nov-1999,2,1,INE836A01035,2
BURGERKING,BURGERKING.NS,'BURGERKING.NS,'BURNPUR.NS',Burger King India Limited,EQ,14-Dec-2020,10,1,INE07T201019,10
BURNPUR,BURNPUR.NS,'BURNPUR.NS,'BUTTERFLY.NS',Burnpur Cement Limited,EQ,03-Jan-2008,10,1,INE817H01014,10
BUTTERFLY,BUTTERFLY.NS,'BUTTERFLY.NS,'BVCL.NS',Butterfly Gandhimathi Appliances Limited,EQ,28-Apr-2014,10,1,INE295F01017,10
BVCL,BVCL.NS,'BVCL.NS,'BYKE.NS',Barak Valley Cements Limited,BE,23-Nov-2007,10,1,INE139I01011,10
BYKE,BYKE.NS,'BYKE.NS,'CADILAHC.NS',The Byke Hospitality Ltd,EQ,15-Apr-2015,10,1,INE319B01014,10
CADILAHC,CADILAHC.NS,'CADILAHC.NS,'CALSOFT.NS',Cadila Healthcare Limited,EQ,18-Apr-2000,1,1,INE010B01027,1
CALSOFT,CALSOFT.NS,'CALSOFT.NS,'CAMLINFINE.NS',California Software Company Limited,EQ,28-Jun-2000,10,1,INE526B01014,10
CAMLINFINE,CAMLINFINE.NS,'CAMLINFINE.NS,'CAMS.NS',Camlin Fine Sciences Limited,EQ,20-Jan-2015,1,1,INE052I01032,1
CAMS,CAMS.NS,'CAMS.NS,'CANBK.NS',Computer Age Management Services Limited,EQ,07-May-2021,10,1,INE596I01012,10
CANBK,CANBK.NS,'CANBK.NS,'CANDC.NS',Canara Bank,EQ,23-Dec-2002,10,1,INE476A01014,10
CANDC,CANDC.NS,'CANDC.NS,'CANFINHOME.NS',C & C Constructions Limited,BZ,26-Feb-2007,10,1,INE874H01015,10
CANFINHOME,CANFINHOME.NS,'CANFINHOME.NS,'CANTABIL.NS',Can Fin Homes Limited,EQ,10-May-1995,2,1,INE477A01020,2
CANTABIL,CANTABIL.NS,'CANTABIL.NS,'CAPACITE.NS',Cantabil Retail India Limited,EQ,12-Oct-2010,10,1,INE068L01016,10
CAPACITE,CAPACITE.NS,'CAPACITE.NS,'CAPLIPOINT.NS',Capacit'e Infraprojects Limited,EQ,25-Sep-2017,10,1,INE264T01014,10
CAPLIPOINT,CAPLIPOINT.NS,'CAPLIPOINT.NS,'CAPTRUST.NS',Caplin Point Laboratories Limited,EQ,23-Jun-2014,2,1,INE475E01026,2
CAPTRUST,CAPTRUST.NS,'CAPTRUST.NS,'CARBORUNIV.NS',Capital Trust Limited,EQ,16-Jan-2017,10,1,INE707C01018,10
CARBORUNIV,CARBORUNIV.NS,'CARBORUNIV.NS,'CAREERP.NS',Carborundum Universal Limited,EQ,03-Apr-1996,1,1,INE120A01034,1
CAREERP,CAREERP.NS,'CAREERP.NS,'CARERATING.NS',Career Point Limited,EQ,06-Oct-2010,10,1,INE521J01018,10
CARERATING,CARERATING.NS,'CARERATING.NS,'CASTEXTECH.NS',CARE Ratings Limited,EQ,26-Dec-2012,10,1,INE752H01013,10
CASTEXTECH,CASTEXTECH.NS,'CASTEXTECH.NS,'CASTROLIND.NS',Castex Technologies Limited,BE,27-Jun-2005,2,1,INE068D01021,2
CASTROLIND,CASTROLIND.NS,'CASTROLIND.NS,'CCCL.NS',Castrol India Limited,EQ,14-Mar-2014,5,1,INE172A01027,5
CCCL,CCCL.NS,'CCCL.NS,'CCHHL.NS',Consolidated Construction Consortium Limited,BE,15-Oct-2007,2,1,INE429I01024,2
CCHHL,CCHHL.NS,'CCHHL.NS,'CCL.NS',Country Club Hospitality & Holidays Limited,EQ,03-Feb-2015,2,1,INE652F01027,2
CCL,CCL.NS,'CCL.NS,'CDSL.NS',CCL Products (India) Limited,EQ,07-Jun-2004,2,1,INE421D01022,2
CDSL,CDSL.NS,'CDSL.NS,'CEATLTD.NS',Central Depository Services (India) Limited,EQ,30-Jun-2017,10,1,INE736A01011,10
CEATLTD,CEATLTD.NS,'CEATLTD.NS,'CEBBCO.NS',CEAT Limited,EQ,01-Feb-2008,10,1,INE482A01020,10
CEBBCO,CEBBCO.NS,'CEBBCO.NS,'CELEBRITY.NS',Commercial Engineers & Body Builders Co Limited,EQ,18-Oct-2010,10,1,INE209L01016,10
CELEBRITY,CELEBRITY.NS,'CELEBRITY.NS,'CENTENKA.NS',Celebrity Fashions Limited,EQ,12-Jan-2006,10,1,INE185H01016,10
CENTENKA,CENTENKA.NS,'CENTENKA.NS,'CENTEXT.NS',Century Enka Limited,EQ,10-May-1995,10,1,INE485A01015,10
CENTEXT,CENTEXT.NS,'CENTEXT.NS,'CENTRALBK.NS',Century Extrusions Limited,EQ,20-Jul-2004,1,1,INE281A01026,1
CENTRALBK,CENTRALBK.NS,'CENTRALBK.NS,'CENTRUM.NS',Central Bank of India,EQ,21-Aug-2007,10,1,INE483A01010,10
CENTRUM,CENTRUM.NS,'CENTRUM.NS,'CENTUM.NS',Centrum Capital Limited,EQ,04-Apr-2018,1,1,INE660C01027,1
CENTUM,CENTUM.NS,'CENTUM.NS,'CENTURYPLY.NS',Centum Electronics Limited,EQ,05-Oct-2007,10,1,INE320B01020,10
CENTURYPLY,CENTURYPLY.NS,'CENTURYPLY.NS,'CENTURYTEX.NS',Century Plyboards (India) Limited,EQ,23-Mar-2006,1,1,INE348B01021,1
CENTURYTEX,CENTURYTEX.NS,'CENTURYTEX.NS,'CERA.NS',Century Textiles & Industries Limited,EQ,27-Jun-2003,10,1,INE055A01016,10
CERA,CERA.NS,'CERA.NS,'CEREBRAINT.NS',Cera Sanitaryware Limited,EQ,02-Nov-2007,5,1,INE739E01017,5
CEREBRAINT,CEREBRAINT.NS,'CEREBRAINT.NS,'CESC.NS',Cerebra Integrated Technologies Limited,EQ,26-Jun-2013,10,1,INE345B01019,10
CESC,CESC.NS,'CESC.NS,'CGCL.NS',CESC Limited,EQ,08-Feb-1995,10,1,INE486A01013,10
CGCL,CGCL.NS,'CGCL.NS,'CGPOWER.NS',Capri Global Capital Limited,EQ,29-Oct-2010,2,1,INE180C01026,2
CGPOWER,CGPOWER.NS,'CGPOWER.NS,'CHALET.NS',CG Power and Industrial Solutions Limited,EQ,01-Mar-1995,2,1,INE067A01029,2
CHALET,CHALET.NS,'CHALET.NS,'CHAMBLFERT.NS',Chalet Hotels Limited,EQ,07-Feb-2019,10,1,INE427F01016,10
CHAMBLFERT,CHAMBLFERT.NS,'CHAMBLFERT.NS,'CHEMBOND.NS',Chambal Fertilizers & Chemicals Limited,EQ,14-Jun-1995,10,1,INE085A01013,10
CHEMBOND,CHEMBOND.NS,'CHEMBOND.NS,'CHEMCON.NS',Chembond Chemicals Ltd,EQ,20-Nov-2019,5,1,INE995D01025,5
CHEMCON,CHEMCON.NS,'CHEMCON.NS,'CHEMFAB.NS',Chemcon Speciality Chemicals Limited,EQ,01-Oct-2020,10,1,INE03YM01018,10
CHEMFAB,CHEMFAB.NS,'CHEMFAB.NS,'CHENNPETRO.NS',Chemfab Alkalis Limited,EQ,25-Apr-2018,10,1,INE783X01023,10
CHENNPETRO,CHENNPETRO.NS,'CHENNPETRO.NS,'CHOLAFIN.NS',Chennai Petroleum Corporation Limited,EQ,07-Jun-2000,10,1,INE178A01016,10
CHOLAFIN,CHOLAFIN.NS,'CHOLAFIN.NS,'CHOLAHLDNG.NS',Cholamandalam Investment and Finance Company Limited,EQ,15-May-1996,2,1,INE121A01024,2
CHOLAHLDNG,CHOLAHLDNG.NS,'CHOLAHLDNG.NS,'CIGNITITEC.NS',Cholamandalam Financial Holdings Limited,EQ,25-Sep-2017,1,1,INE149A01033,1
CIGNITITEC,CIGNITITEC.NS,'CIGNITITEC.NS,'CINELINE.NS',Cigniti Technologies Limited,EQ,13-Oct-2014,10,1,INE675C01017,10
CINELINE,CINELINE.NS,'CINELINE.NS,'CINEVISTA.NS',Cineline India Limited,EQ,13-Jun-2012,5,1,INE704H01022,5
CINEVISTA,CINEVISTA.NS,'CINEVISTA.NS,'CIPLA.NS',Cinevista Limited,BE,02-May-2000,2,1,INE039B01026,2
CIPLA,CIPLA.NS,'CIPLA.NS,'CLEDUCATE.NS',Cipla Limited,EQ,08-Feb-1995,2,1,INE059A01026,2
CLEDUCATE,CLEDUCATE.NS,'CLEDUCATE.NS,'CLNINDIA.NS',CL Educate Limited,EQ,31-Mar-2017,10,1,INE201M01011,10
CLNINDIA,CLNINDIA.NS,'CLNINDIA.NS,'CLSEL.NS',Clariant Chemicals (India) Limited,EQ,14-Jun-1995,10,1,INE492A01029,10
CLSEL,CLSEL.NS,'CLSEL.NS,'CMICABLES.NS',Chaman Lal Setia Exports Limited,EQ,12-May-2021,2,1,INE419D01026,2
CMICABLES,CMICABLES.NS,'CMICABLES.NS,'COALINDIA.NS',CMI Limited,EQ,29-Nov-2016,10,1,INE981B01011,10
COALINDIA,COALINDIA.NS,'COALINDIA.NS,'COCHINSHIP.NS',Coal India Limited,EQ,04-Nov-2010,10,1,INE522F01014,10
COCHINSHIP,COCHINSHIP.NS,'COCHINSHIP.NS,'COFFEEDAY.NS',Cochin Shipyard Limited,EQ,11-Aug-2017,10,1,INE704P01017,10
COFFEEDAY,COFFEEDAY.NS,'COFFEEDAY.NS,'COFORGE.NS',Coffee Day Enterprises Limited,EQ,02-Nov-2015,10,1,INE335K01011,10
COFORGE,COFORGE.NS,'COFORGE.NS,'COLPAL.NS',Coforge Limited,EQ,30-Aug-2004,10,1,INE591G01017,10
COLPAL,COLPAL.NS,'COLPAL.NS,'COMPINFO.NS',Colgate Palmolive (India) Limited,EQ,17-Dec-2007,1,1,INE259A01022,1
COMPINFO,COMPINFO.NS,'COMPINFO.NS,'COMPUSOFT.NS',Compuage Infocom Limited,EQ,07-Jul-2016,2,1,INE070C01037,2
COMPUSOFT,COMPUSOFT.NS,'COMPUSOFT.NS,'CONCOR.NS',Compucom Software Limited,EQ,02-Mar-2012,2,1,INE453B01029,2
CONCOR,CONCOR.NS,'CONCOR.NS,'CONFIPET.NS',Container Corporation of India Limited,EQ,07-May-1997,5,1,INE111A01025,5
CONFIPET,CONFIPET.NS,'CONFIPET.NS,'CONSOFINVT.NS',Confidence Petroleum India Limited,EQ,13-Jun-2019,1,1,INE552D01024,1
CONSOFINVT,CONSOFINVT.NS,'CONSOFINVT.NS,'CONTROLPR.NS',Consolidated Finvest & Holdings Limited,EQ,29-Mar-2005,10,1,INE025A01027,10
CONTROLPR,CONTROLPR.NS,'CONTROLPR.NS,'CORALFINAC.NS',Control Print Limited,EQ,24-Jun-2016,10,1,INE663B01015,10
CORALFINAC,CORALFINAC.NS,'CORALFINAC.NS,'CORDSCABLE.NS',Coral India Finance & Housing Limited,EQ,25-Mar-1996,2,1,INE558D01021,2
CORDSCABLE,CORDSCABLE.NS,'CORDSCABLE.NS,'COROMANDEL.NS',Cords Cable Industries Limited,EQ,13-Feb-2008,10,1,INE792I01017,10
COROMANDEL,COROMANDEL.NS,'COROMANDEL.NS,'COSMOFILMS.NS',Coromandel International Limited,EQ,31-May-1995,1,1,INE169A01031,1
COSMOFILMS,COSMOFILMS.NS,'COSMOFILMS.NS,'COUNCODOS.NS',Cosmo Films Limited,EQ,25-May-1995,10,1,INE757A01017,10
COUNCODOS,COUNCODOS.NS,'COUNCODOS.NS,'COX&KINGS.NS',Country Condo's Limited,EQ,22-Jan-2009,1,1,INE695B01025,1
COX&KINGS,COX&KINGS.NS,'COX&KINGS.NS,'CRAFTSMAN.NS',Cox & Kings Limited,BZ,11-Dec-2009,5,1,INE008I01026,5
CRAFTSMAN,CRAFTSMAN.NS,'CRAFTSMAN.NS,'CREATIVE.NS',Craftsman Automation Limited,EQ,25-Mar-2021,5,1,INE00LO01017,5
CREATIVE,CREATIVE.NS,'CREATIVE.NS,'CREATIVEYE.NS',Creative Peripherals and Distribution Limited,EQ,05-Aug-2019,10,1,INE985W01018,10
CREATIVEYE,CREATIVEYE.NS,'CREATIVEYE.NS,'CREDITACC.NS',Creative Eye Limited,EQ,20-Dec-2000,5,1,INE230B01021,5
CREDITACC,CREDITACC.NS,'CREDITACC.NS,'CREST.NS',CREDITACCESS GRAMEEN LIMITED,EQ,23-Aug-2018,10,1,INE741K01010,10
CREST,CREST.NS,'CREST.NS,'CRISIL.NS',Crest Ventures Limited,EQ,27-Dec-2006,10,1,INE559D01011,10
CRISIL,CRISIL.NS,'CRISIL.NS,'CROMPTON.NS',CRISIL Limited,EQ,28-Jun-1995,1,1,INE007A01025,1
CROMPTON,CROMPTON.NS,'CROMPTON.NS,'CSBBANK.NS',Crompton Greaves Consumer Electricals Limited,EQ,13-May-2016,2,1,INE299U01018,2
CSBBANK,CSBBANK.NS,'CSBBANK.NS,'CTE.NS',CSB Bank Limited,EQ,04-Dec-2019,10,1,INE679A01013,10
CTE,CTE.NS,'CTE.NS,'CUB.NS',Cambridge Technology Enterprises Limited,EQ,07-Feb-2007,10,1,INE627H01017,10
CUB,CUB.NS,'CUB.NS,'CUBEXTUB.NS',City Union Bank Limited,EQ,25-Aug-1998,1,1,INE491A01021,1
CUBEXTUB,CUBEXTUB.NS,'CUBEXTUB.NS,'CUMMINSIND.NS',Cubex Tubings Limited,BE,24-Apr-1996,10,1,INE144D01012,10
CUMMINSIND,CUMMINSIND.NS,'CUMMINSIND.NS,'CUPID.NS',Cummins India Limited,EQ,29-Mar-1995,2,1,INE298A01020,2
CUPID,CUPID.NS,'CUPID.NS,'CYBERMEDIA.NS',Cupid Limited,EQ,16-Sep-2016,10,1,INE509F01011,10
CYBERMEDIA,CYBERMEDIA.NS,'CYBERMEDIA.NS,'CYBERTECH.NS',Cyber Media (India) Limited,EQ,10-Jun-2005,10,1,INE278G01037,10
CYBERTECH,CYBERTECH.NS,'CYBERTECH.NS,'CYIENT.NS',Cybertech Systems And Software Limited,EQ,27-Jan-1999,10,1,INE214A01019,10
CYIENT,CYIENT.NS,'CYIENT.NS,'DAAWAT.NS',Cyient Limited,EQ,30-Sep-1998,5,1,INE136B01020,5
DAAWAT,DAAWAT.NS,'DAAWAT.NS,'DABUR.NS',LT Foods Limited,EQ,18-Dec-2006,1,1,INE818H01020,1
DABUR,DABUR.NS,'DABUR.NS,'DALALSTCOM.NS',Dabur India Limited,EQ,28-Apr-1999,1,1,INE016A01026,1
DALALSTCOM,DALALSTCOM.NS,'DALALSTCOM.NS,'DALBHARAT.NS',DSJ Communications Limited,BE,01-Mar-1995,1,1,INE055C01020,1
DALBHARAT,DALBHARAT.NS,'DALBHARAT.NS,'DALMIASUG.NS',Dalmia Bharat Limited,EQ,22-Jan-2019,2,1,INE00R701025,2
DALMIASUG,DALMIASUG.NS,'DALMIASUG.NS,'DAMODARIND.NS',Dalmia Bharat Sugar and Industries Limited,EQ,17-Jan-1996,2,1,INE495A01022,2
DAMODARIND,DAMODARIND.NS,'DAMODARIND.NS,'DANGEE.NS',Damodar Industries Limited,EQ,04-Jul-2016,5,1,INE497D01022,5
DANGEE,DANGEE.NS,'DANGEE.NS,'DATAMATICS.NS',Dangee Dums Limited,BE,13-Nov-2020,10,1,INE688Y01014,10
DATAMATICS,DATAMATICS.NS,'DATAMATICS.NS,'DBCORP.NS',Datamatics Global Services Limited,EQ,07-May-2004,5,1,INE365B01017,5
DBCORP,DBCORP.NS,'DBCORP.NS,'DBL.NS',D.B.Corp Limited,EQ,06-Jan-2010,10,1,INE950I01011,10
DBL,DBL.NS,'DBL.NS,'DBREALTY.NS',Dilip Buildcon Limited,EQ,11-Aug-2016,10,1,INE917M01012,10
